品番,品名,写真,図面,取説,施工,分解図本体,分解図_シャワー,購入,価格,価格（税込み）,備考,商品イメージ,バリエーション親品番,バリエーション順序,カタログ年度,カタログページ,検索ワード,分岐金具,分岐金具,分岐金具,発売時期,代替品,本体取付穴,ピッチ,シャワーS取付穴,削除,カテゴリID
K10DFR24,横自在水栓　上向きﾊﾟｲﾌﾟ240mm,,K10DFR24_Z.pdf,,,,,,5,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K10D,横自在水栓 上向ﾊﾟｲﾌﾟ付,,K10D_Z.pdf,,,,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K10E,横自在水栓 節水ﾁｯﾌﾟ内蔵型 固定こまﾋﾞｽ止,,K10E_Z.pdf,,,,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K10SSE,横自在水栓 節水ﾁｯﾌﾟ内蔵型 固定こまﾋﾞｽ止,,K10SSE_Z.pdf,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K10-20,横自在水栓20,,K10-20_Z.pdf,,,,,,5,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK81-17,横自在水栓ﾊﾟｲﾌﾟ 170mm,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K10FL,横自在水栓ﾌﾚｷﾊﾟｲﾌﾟ付,,K10FL_Z.pdf,,,,,,5,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K10Y,横自在水栓逆止弁付,,K10Y_Z.pdf,,,K10_B.pdf,,,4,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K10VL,横自在水栓左ﾊﾝﾄﾞﾙ,,K10VL_Z.pdf,,,K10_B.pdf,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K10VLF,横自在水栓左ﾊﾝﾄﾞﾙ,,K10VLF_Z.pdf,,,,,,6,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K1,横水栓,,K1_Z.pdf,,,K1_B.pdf,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K1GL,横水栓,,K1GL_Z.pdf,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K3BN,横水栓 ﾂﾊﾞ付ﾜﾝﾀｯﾁﾆｯﾌﾟﾙ付,,K3BN_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K4BN,横水栓 ﾂﾊﾞ付ﾜﾝﾀｯﾁﾆｯﾌﾟﾙ付,,K4BN_Z.pdf,,,,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K3C,横水栓 ﾚﾄﾛﾋﾟｱﾝﾊﾝﾄﾞﾙ付,,K3C_Z.pdf,,,,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K4C,横水栓 ﾚﾄﾛﾋﾟｱﾝﾊﾝﾄﾞﾙ付,,K4C_Z.pdf,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K4B,横水栓 ﾜﾝﾀｯﾁﾉｽﾞﾙ式,,K4B_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K1E,横水栓 節水ﾁｯﾌﾟ内蔵型 固定こまﾋﾞｽ止,,K1E_Z.pdf,,,K1_B.pdf,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K3B,横水栓(ﾜﾝﾀｯﾁﾉｽﾞﾙ式),,K3B_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K101A,横水栓(研磨なし)ﾋﾞｽ止,,K101A_Z.pdf,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K1-20,横水栓20,,K1-20_Z.pdf,,,K1_B.pdf,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K1C,横水栓ﾚﾄﾛﾋﾟｱﾝﾊﾝﾄﾞﾙ付き,,K1C_Z.pdf,,,K1_B.pdf,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K4SP,屋外ﾎｰｽ接続ﾆｯﾌﾟﾙ付横水栓,,K4SP_Z.pdf,,,,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K8SP,屋外ﾎｰｽ接続ﾆｯﾌﾟﾙ付散水栓,,K8SP_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K124SP,屋外ﾎｰｽ接続ﾆｯﾌﾟﾙ付二口横水栓,,K124SP_Z.pdf,,,,,,7,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K34SP,屋外ﾎｰｽ接続ﾉｽﾞﾙ付給水栓,,K34SP_Z.pdf,,,,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K112SP,屋外ﾎｰｽ接続ﾉｽﾞﾙ付二口水栓,,K112SP_Z.pdf,,,,,,11,12,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ505,屋外ﾎｰｽ用接続ﾆｯﾌﾟﾙ,,PZ505_Z.pdf,,,,,,730,788,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ88,屋外ﾎｰｽ用接続ﾉｽﾞﾙ,,PZ88_Z.pdf,,,,,,1,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K17-20,屋内止水栓20ﾋﾞｽ止,,K17_Z.pdf,,,K17_B.pdf,,,6,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K17,屋内止水栓ﾋﾞｽ止,,K17_Z.pdf,,,K17_B.pdf,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ53-48,下水ｸﾘｰﾅｰ 4.8m,,PZ53-48_Z1.pdf,,,,,,10,11,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ55,下水ｸﾘｰﾅｰ 板ﾊﾞﾈ,,PZ53-48_Z1.pdf,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZY10,化粧ﾌﾟﾚｰﾄ(粘着ﾃｰﾌﾟ付),,,,,,,,320,346,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
HMB-13,架橋ﾎﾟﾘｴﾁﾚﾝ管 ﾌﾞﾙｰ,,,,,,,,34,37,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK259,回転ｸﾘｰﾅｰ,,,,,,,,280,302,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDKN-F3,回転ﾆｯﾌﾟﾙ（ﾌｧｽﾅｰ仕様）,,GDKN-F3_Z.pdf,,,,,,5,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK269,回転ﾌｨﾙﾀｰ,,,,,,,,350,378,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
ZV25-100,角型ﾜﾝﾄﾗｯﾌﾟ100X50,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
ZS500S,楽締めｿｹｯﾄｾｯﾄ,,ZS500S_Z.pdf,,,,,,15,16,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDMB-1,巻き出しﾊﾞﾝﾄﾞ,,GDMB-1_Z.pdf,,GDTB-C3C1C3_S.pdf,,,,820,886,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z733-10,巻ﾌﾚｷﾎｰｽ10m,,,,,,,,11,12,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z733B-10,巻ﾌﾚｷﾎｰｽ13(1/2)用10m,,,,,,,,12,12,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZY67,丸ﾄﾗｯﾌﾟﾍｱｰｷｬｯﾁｬｰ(ﾕﾆｯﾄﾊﾞｽ用),,,,,,,,610,659,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZY66,丸ﾄﾗｯﾌﾟ目皿(ﾕﾆｯﾄﾊﾞｽ用),,,,,,,,880,950,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z743-13,丸ﾆｯﾌﾟﾙ13,,,,,,,,280,302,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z743-20,丸ﾆｯﾌﾟﾙ20,,,,,,,,490,529,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZKM2-17,丸ﾊﾟｲﾌﾟ20(3/4)用,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK112,丸板ｺﾞﾑ(ﾊﾟｯｷﾝｸﾞ用),,,,,,,,300,324,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ420145,逆止弁ｼﾞｮｲﾝﾄﾕﾆｯﾄ,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z411390SY,逆止弁付ｼﾞｮｲﾝﾄ,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z411392SY,逆止弁付ｼﾞｮｲﾝﾄ,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
B334852-13,逆止弁付ﾎﾞｰﾙﾊﾞﾙﾌﾞ13A×G1/2,,B334852-13_Z.pdf,,,,,,7,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
B334852-13-20,逆止弁付ﾎﾞｰﾙﾊﾞﾙﾌﾞ13A×G3/4,,B334852-13_Z.pdf,,,,,,7,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K154,逆止弁付ﾎﾞｰﾙﾊﾞﾙﾌﾞ13ｵﾈｼﾞ×20　ﾅｯﾄ型,,K154_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
B334850-16,逆止弁付ﾎﾞｰﾙﾊﾞﾙﾌﾞ16A×G1/2,,B334852-13_Z.pdf,,,,,,8,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
B334850-16-20,逆止弁付ﾎﾞｰﾙﾊﾞﾙﾌﾞ16A×G3/4,,B334852-13_Z.pdf,,,,,,8,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K145,逆止弁付止水弁,,K145_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K146,逆止弁付止水弁,,K146_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K147,逆止弁付止水弁,,K147_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K148,逆止弁付止水弁,,K148_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K149,逆止弁付止水弁,,K149_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K150,逆止弁付止水弁,,K150_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K151,逆止弁付止水弁,,K151_Z.pdf,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K152,逆止弁付止水弁,,K152_Z.pdf,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K153,逆止弁付止水弁,,K153_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K140,逆止弁付止水弁13ｵﾈｼﾞ･ｵﾈｼﾞ,,K140_Z.pdf,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K141,逆止弁付止水弁13ﾒﾈｼﾞ･ｵﾈｼﾞ,,K141_Z.pdf,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K145-20,逆止弁付止水弁20,,K145_Z.pdf,,,,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K153-20,逆止弁付止水弁20,,K153_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K143-20,逆止弁付止水弁20ｱﾝｸﾞﾙ形ﾒﾈｼﾞ･ｵﾈｼﾞ,,K143_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K140-20,逆止弁付止水弁20ｵﾈｼﾞ･ｵﾈｼﾞ,,K140_Z.pdf,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K144-20,逆止弁付止水弁20ｵﾈｼﾞ･ﾅｯﾄ形,,K144_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K141-20,逆止弁付止水弁20ﾒﾈｼﾞ･ｵﾈｼﾞ,,K141_Z.pdf,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K142-20,逆止弁付止水弁20ﾒﾈｼﾞ･ﾒﾈｼﾞ,,K142_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K143,逆止弁付止水弁ｱﾝｸﾞﾙ型ﾒﾈｼﾞ･ｵﾈｼﾞ,,K143_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K144,逆止弁付止水弁ｵﾈｼﾞ･ﾅｯﾄ型,,K144_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K142,逆止弁付止水弁ﾒﾈｼﾞ･ﾒﾈｼﾞ,,K142_Z.pdf,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z458-2,逆配管ｾｯﾄ,,,,,,,,13,14,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ458,逆配管ｿｹｯﾄ,,,,,,,,12,12,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ458L,逆配管ｿｹｯﾄ,,,,,,,,15,16,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ402ASS,逆弁ｱﾀﾞﾌﾟﾀｰ(2個ｾｯﾄ),,,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ402BSS,逆弁ｱﾀﾞﾌﾟﾀｰ(2個ｾｯﾄ) MYM用,,,,,,,,5,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK12S,吸盤式ﾊﾝｶﾞｰ,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z272,給水ｴﾙﾎﾞ,,Z272_Z.pdf,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
ZK31N-30,給水管ﾆｯﾌﾟﾙ 13×30mm,,,,,,,,350,378,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PV54-14,給水管用ﾌﾚｷ管 140mm,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ690-6,給水座金,,,,,,,,360,389,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K4Q,共用ｶｯﾌﾟﾘﾝｸﾞ付横水栓,,K4Q_Z.pdf,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K4YQ,共用ｶｯﾌﾟﾘﾝｸﾞ付横水栓,,K4YQ_Z.pdf,,,,,,4,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K1Q,共用横水栓,,K1Q_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K8Q,共用散水栓,,K8Q_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK71,共用水栓ｶｷﾞ 1個入,,,,,,,,210,227,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK72,共用水栓上部,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K2Q,共用胴長横水栓,,K2Q_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K11Q,共用万能ﾎｰﾑ水栓,,K11Q_Z.pdf,,,,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK1-2,金ﾊﾝﾄﾞﾙｾｯﾄ 青･赤ﾋﾞｽ付,,,,,,,,570,616,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK3-2,金ﾊﾝﾄﾞﾙ用 青･赤ﾋﾞｽｾｯﾄ,,,,,,,,330,356,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK3,金ﾊﾝﾄﾞﾙ用 青ﾋﾞｽ,,,,,,,,830,896,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K84,形ﾅｯﾄ付止水栓 13,,K84_Z.pdf,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z714G-1,径違いｴﾙﾎﾞ20×13,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z715G-1,径違いｿｹｯﾄ20×13,,,,,,,,990,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z716G-1,径違いﾁｰｽﾞ20×20×13,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z717G-1,径違い六角ﾆｯﾌﾟﾙ20×13,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1023-50,継ぎ足しｼﾞｮｲﾝﾄﾕﾆｯﾄ50mm,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1023M-50,継ぎ足しｼﾞｮｲﾝﾄﾕﾆｯﾄ50mm,,,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1020-1,継ぎ足しｿｹｯﾄ 13X15mm,,,,,,,,370,400,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
G28,継ぎ足しｿｹｯﾄ締付工具,,,,,,,,780,842,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ359,計量ｶｰﾄﾘｯｼﾞ,,,,,,,,10,11,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z386,減圧弁ｾｯﾄ,,,,,,,,12,13,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
G22,固定ﾅｯﾄ外し工具,,,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK108,根元ﾊﾟｯｷﾝ13用,,,,,,,,280,302,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK117,根元ﾊﾟｯｷﾝｼｰﾙﾃｰﾌﾟ1mｾｯﾄ,,,,,,,,360,389,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ520-17,混合栓ﾜｲﾄﾞﾊﾟｲﾌﾟ17,,,,,,,,5,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ828-19,混合栓自在ﾊﾟｲﾌﾟ 190,,,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ943,混合栓上向ﾊﾟｲﾌﾟ 200,,,,,,,,7,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ943G,混合栓上向ﾊﾟｲﾌﾟ 200,,,,,,,,6,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ608,混合栓分岐ｿｹｯﾄ,,,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ608B,混合栓分岐ｿｹｯﾄ,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ951-17,混合栓用Eﾊﾟｲﾌﾟ 170,,,,,,,,5,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ951B-17,混合栓用Eﾊﾟｲﾌﾟ 170(ｸﾞﾚｰ),,,,,,,,5,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ955-15,混合栓用丸ﾊﾟｲﾌﾟ 150,,,,,,,,7,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ521-15,混合栓用自在ﾊﾟｲﾌﾟ13(1/2)用 150mm,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
ZK5011PN,混合栓用分岐金具,,ZK5011PN_Z.pdf,ZK5011PN_T.pdf,ZK5011PN_S.pdf,ZK556TU_B.pdf,,,8,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
ZK5021PN,混合栓用分岐金具,,ZK5021PN_Z.pdf,ZK5011PN_T.pdf,ZK5011PN_S.pdf,ZK556TU_B.pdf,,,10,11,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
ZK556PN,混合栓用分岐金具,,,ZK556P_T.pdf,ZK556P_S.pdf,ZK556TU_B.pdf,,,8,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
ZK10,座付きLｶﾞﾀｿｹｯﾄB,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK85,三ｯ山吐水口,,,,,,,,990,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K20W,三方分岐水栓,,K20W_Z.pdf,,,,,,1,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K-20W,三方分岐水栓(ｺｯｸ付),,K20W_Z.pdf,,,K20W_B.pdf,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z568M,止水ﾎﾞﾝﾈｯﾄﾕﾆｯﾄ,,,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PG7,止水栓ｷｰ,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK32N,止水栓用ﾜﾝ60×16,,,,,,,,280,302,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
ZK32N-16,止水栓用ﾜﾝ60×16,,,,,,,,260,281,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1151-1,自在ﾊﾞﾝﾄﾞ,,,,,,,,330,356,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K3,自在水栓,,K3_Z.pdf,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K330,自在水栓,,K330_Z.pdf,,,K330_B.pdf,,,9,9,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K3S,自在水栓 ﾜﾝﾀｯﾁﾚﾊﾞｰ付,,K3S_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K3E,自在水栓 節水ﾁｯﾌﾟ内蔵型 固定こま ﾋﾞｽ止,,K3E_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K3-20,自在水栓20,,K3-20_Z.pdf,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K3GL,自在水栓GLﾊﾝﾄﾞﾙ付,,K3GL_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K3SD,自在水栓つる首ﾊﾟｲﾌﾟ付,,K3SD_Z.pdf,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK80-17,自在水栓ﾊﾟｲﾌﾟ 170mm,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK80A-17,自在水栓ﾊﾟｲﾌﾟ20 170mm,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K3FL,自在水栓ﾌﾚｷﾊﾟｲﾌﾟ付,,K3FL_Z.pdf,,,,,,4,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ788,自動止水機能付ﾉｽﾞﾙ,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ789,自動止水機能付ﾉｽﾞﾙ,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ789N,自動止水機能付ﾉｽﾞﾙ,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ787,自動止水機能付回転ﾉｽﾞﾙ,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K4G,自動接手ｶｯﾌﾟﾘﾝｸﾞ付横水栓(ﾜﾝﾀｯﾁｶﾌﾟﾗ式),,K4G_Z.pdf,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K34G,自動接手横水栓(ﾜﾝﾀｯﾁｶﾌﾟﾗ付),,K34G_Z.pdf,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K8G,自動接手散水栓(ﾜﾝﾀｯﾁｶﾌﾟﾗ付),,K8G_Z.pdf,,,K8_B.pdf,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K108,自動接手立水栓,,K108_Z.pdf,,,K8_B.pdf,,,6,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K108Y,自動接手立水栓,,K108Y_Z.pdf,,,K8_B.pdf,,,7,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ809,自動洗濯機接続金具,,,,,,,,950,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ810-50,自動洗濯機用給水ﾎｰｽ 50cm,,,,,,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ811-50,自動洗濯機用給水延長ﾎｰｽ 50cm,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ514,自動洗濯機用万能ﾉｽﾞﾙ,,,,,,,,1,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KF190,自閉式ｻｰﾓｽﾀｯﾄ式ｼｬﾜｰ,,KF190_Z.pdf,KF190_T.pdf,KF190_S.pdf,KF190_B.pdf,,,71,77,,商品イメージ,,0,2014,1,,,,,87～11,KF3040,,,,0,1100
KF3040,自閉式ｻｰﾓｽﾀｯﾄ式ｼｬﾜｰ,,KF3040_Z.pdf,KF3040_T.pdf,KF3040_S.pdf,KF3040_B.pdf,,,92,99,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KF3040F,自閉式ｻｰﾓｽﾀｯﾄ式ｼｬﾜｰ,,KF3040F_Z.pdf,KF3040F_T.pdf,KF3040F_S.pdf,KF3040F_B.pdf,,,69,75,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KF3040SV,自閉式ｻｰﾓｽﾀｯﾄ式ｼｬﾜｰ,,KF3040SV_Z.pdf,KF3040SV_T.pdf,KF3040SV_S.pdf,KF3040_B.pdf,,,78,84,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KM3040,自閉式ｻｰﾓｽﾀｯﾄ式ｼｬﾜｰ,,KM3040_Z.pdf,KF3040F_T.pdf,KF3040F_S.pdf,KM3040_B.pdf,,,66,72,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KM190,自閉式ｻｰﾓｽﾀｯﾄ式混合栓,,KM190_Z.pdf,KF190_T.pdf,KF190_S.pdf,KM190_B.pdf,,,54,59,,商品イメージ,,0,2014,1,,,,,87～11,KM3040,,,,0,1100
GDJST-AKN,自立止水栓(ｱﾝｸﾞﾙ止水栓)(ﾄｲﾚ用)(吸気機能付)(寒),,GDJST-SKN_Z.pdf,,,,,,13,14,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDJST-SN2,自立止水栓(ｽﾄﾚｰﾄ止水栓)(ﾄｲﾚ用),,GDJST-S_Z.pdf,,,,,,7,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDJST-SKN,自立止水栓(ｽﾄﾚｰﾄ止水栓)(ﾄｲﾚ用)(吸気機能付)(寒),,GDJST-SKN_Z.pdf,,,,,,13,14,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDJSK-CN,自立止水栓(水)(ｷｯﾁﾝ・洗面),,GDJSK-C_Z.pdf,,,,,,7,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
