番号,品番,品名,希望小売価格,税込,品番,分解図,備考,削除
16,Z416207,吐水口リング,360,378,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
17,Z340413,メンテナンスカバー,580,609,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
18,Z415244,ストレーナ付逆止弁,1670,1754,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
19,PZ76J,シャワーエルボ,1840,1932,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
20,ZKF80,シャワーホース接続パッキン,80,84,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
21,Z41449,シートパッキン,80,84,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
22,PZK105,立水栓菊座ナットセット,390,410,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
,KF801T仕様,,,,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
23,ZK1F800G,切替ハンドルセット,1600,1680,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
24,ZK3F235,キャップ,490,515,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
25,ZK1T800G,温調ハンドルセット,2100,2205,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
26,Z38322,吐水口,5670,5954,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
27,Z520CP,吐水口先端部一式,1180,1239,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
28,Z76JG,シャワーエルボ,1840,1932,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
,寒冷地用(KF801Z・KF801ZT),,,,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
29,Z416213,ストレーナ付逆止弁,2140,2247,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
1,ZK1T820C,温調ハンドルセット　白,1730,1817,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
2,ZK3T820C,キャップ　白,280,294,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
3,Z38308,温調カラー　グレー,710,746,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
4,Z411426,固定リング,590,620,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
5,Z411427,固定ナット,920,966,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
6,Z412113,温調ボンネットユニット,1970,2069,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
7,Z412964,スペーサ(R用),520,546,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
8,Z412754,スペーサ(L用),550,578,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
9,PZ625B,サーモスタットカートリッジ,7770,8159,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
10,ZK1F821R,切替ハンドルセット(R用)　白,1590,1670,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
11,ZK1F821L,切替ハンドルセット(L用)　白,1590,1670,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
12,ZK3T820C2,キャップ　白,280,294,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
13,Z413267,切替側ナット,460,483,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
14,Z412114,切替弁ユニット,5270,5534,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
15,Z952-24,吐水口,5100,5355,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
16,Z511CP,吐水口先端部一式,2100,2205,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
17,PZ511CP3,整流器キャップセット,950,998,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
18,PZ42,パッキンセット,260,273,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
19,ZK121-13,Xパッキン,110,116,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
20,Z37466,カバーAユニット(R用)　白,1560,1638,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
21,Z37468,カバーAユニット(L用)　白,1560,1638,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
22,Z25708,カバーB(R用)　白,600,630,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
23,Z25710,カバーB(L用)　白,600,630,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
24,Z412285,ストレーナ付止水栓ユニット,1400,1470,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
25,Z37447,メンテカバー　白,400,420,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
26,Z44526,Oリング,150,158,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
27,Z573,逆止弁,520,546,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
28,Z41449,シートパッキン,80,84,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
29,PZK105,立水栓菊座ナットセット,390,410,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
30,PZ76J,シャワーエルボ　白,1840,1932,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
31,ZKF80,シャワーホース接続パッキン,80,84,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
,寒冷地用(KF821Z・KF821ZR・KF821ZG・KF821ZGR）,,,,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
32,Z403,水抜きスピンドル,490,515,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
,KF821G・KF821GR仕様,,,,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
33,ZK1T820,温調ハンドルセット　メッキ,2120,2226,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
34,ZK3T820,キャップ　メッキ,460,483,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
35,ZK1F821GR,切替ハンドルセット(R用)　メッキ,2490,2615,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
36,ZK1F821GL,切替ハンドルセット(L用)　メッキ,2490,2615,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
37,ZK3F820,キャップ　メッキ,370,389,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
38,Z952B-24,吐水口,5060,5313,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
39,Z511BGCP,吐水口先端部一式,2070,2174,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
40,Z37467,カバーAユニット(R用)　メッキ,3540,3717,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
41,Z37469,カバーAユニット(L用)　メッキ,3540,3717,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
42,Z25709,カバーB(R用)　メッキ,2670,2804,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
43,Z25711,カバーB(L用)　メッキ,2670,2804,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
44,Z37448,メンテカバー　メッキ,1060,1113,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
45,Z76JG,シャワーエルボ　グレー,1840,1932,KF821(Z)・KF821(Z)R・KF821(Z)G・KF821(Z)GR,KF821(Z)_B.png,,
1,ZK1F850,切替ハンドルセット,3110,3266,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
2,ZK3F850,切替ハンドルキャップ,600,630,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
3,Z416474,切替カラーA,550,578,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
4,Z340636,切替カラーB,550,578,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
5,Z415370,切替固定ナット,820,861,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
6,Z695A,切替弁ユニット,3960,4158,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
7,Z88F,サーモスタットカートリッジ,6790,7130,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
8,Z415595,温調固定ナット,570,599,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
9,Z416473,温調カラーA,550,578,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
10,Z340635,温調カラーB,550,578,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
11,ZK1T850,温調ハンドルセット,3430,3602,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
12,ZK3T850,温調ハンドルキャップ,600,630,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
13,Z412489S2,吐水口先端部一式,1350,1418,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
14,Z76JG,シャワーエルボ,1840,1932,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
15,ZKF80,シャワーホース接続パッキン,80,84,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
16,Z402JC,逆止弁(水側),780,819,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
17,Z402JH,逆止弁(湯側),780,819,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
18,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
19,Z411151,ソケットユニット,6250,6563,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
20,Z673,ストレーナ付流量調節止水弁,1370,1439,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
21,Z416617,送り座,660,693,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
22,ZS501,ソケットカバー,2080,2184,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
23,ZS501A,ソケットカバーA,1470,1544,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
24,ZS501B,ソケットカバーB,610,641,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
,寒冷地用(KF850W・KF850WS2),,,,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
25,Z403,水抜きスピンドル,490,515,KF850(W)・KF850(W)S2,KF850(W)_B.png,,
1,ZK1F880,切替ハンドルセット　白,2380,2499,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
2,ZK3F880,キャップ　白,300,315,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
3,Z39695,切替カラー　グレー,490,515,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
4,Z415370,切替固定ナット,820,861,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
5,Z695A,切替弁ユニット,3960,4158,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
6,Z88F,サーモスタットカートリッジ,6790,7130,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
7,Z415595,温調固定ナット,570,599,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
8,Z39694,温調カラー　グレー,490,515,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
9,ZK1T880,温調ハンドルセット　白,2380,2499,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
10,Z5117-15,吐水口,2290,2405,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
11,Z5117-24,吐水口,2890,3035,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
12,Z5217CP,吐水口先端部一式,2070,2174,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
13,PZ511CP3,整流器キャップセット,950,998,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
14,PZ42,パッキンセット,260,273,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
15,ZK121-13,Xパッキン,110,116,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
16,PZ76J,シャワーエルボ　白,1840,1932,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
17,ZKF80,シャワーホース接続パッキン,80,84,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
18,Z402JC,逆止弁(水側),780,819,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
19,Z402JH,逆止弁(湯側),780,819,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
20,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
21,Z673,ストレーナ付流量調節止水弁,1370,1439,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
22,Z668,ソケットセット,11900,12495,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
23,ZKF1,送り座,540,567,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
24,Z674B2,ソケットカバー　グレー,1540,1617,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
,KF880T・KF880TR2・KF880TS2仕様,,,,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
25,ZK1F880G,切替ハンドルセット　メッキ,3650,3833,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
26,ZK3F880G,キャップ　メッキ,470,494,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
27,ZK1T880G,温調ハンドルセット　白,3210,3371,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
28,Z38324,吐水口,5520,5796,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
29,Z520CP4,吐水口先端部一式,1130,1187,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
30,Z38324-24,吐水口,8090,8495,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
31,Z520CP,吐水口先端部一式,1180,1239,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
32,Z76JG,シャワーエルボ　グレー,1840,1932,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
,KF880S2・KF880TS2,,,,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
33,PZ76,シャワーエルボ,1840,1932,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
34,Z6502,減圧装置,6550,6878,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
35,Z412658,オリフィスパッキン,90,95,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
,寒冷地用（KF880W（R2）・KF880WS2・KF880WT（R2）・KF880WTS2）,,,,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
36,Z403,水抜きスピンドル,490,515,KF880(W)・KF880(W)R2・KF880(W)S2・KF880(W)T・KF880(W)TR2・KF880(W)TS2,KF880(W)_B.png,,
1,ZK1F880G,切替ハンドルセット,3650,3833,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
2,ZK3F880G,キャップ,470,494,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
3,Z340798,切替カラー,2180,2289,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
4,Z415370,切替固定ナット,820,861,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
5,Z695A,切替弁ユニット,3960,4158,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
6,Z88F,サーモスタットカートリッジ,6790,7130,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
7,Z415595,温調固定ナット,570,599,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
8,Z340797,温調カラー,2180,2289,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
9,ZK1T880G,温調ハンドルセット,3210,3371,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
10,ZK235-80,吐水口,11600,12180,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
11,ZK67N,吐水口先端部一式,550,578,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
12,ZK121-13,Ｘパッキン,110,116,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
13,Z76JG,シャワーエルボ,1840,1932,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
14,ZKF80,シャワーホース接続パッキン,80,84,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
15,Z402JC,逆止弁（水側）,780,819,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
16,Z402JH,逆止弁（湯側）,780,819,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
17,PZKF79-15,ソケット部接続パッキン（2ヶ入）,180,189,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
18,Z673,ストレーナ付流量調節止水弁,1370,1439,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
19,Z668,ソケットセット,11900,12495,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
20,ZKF1,送り座,540,567,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
21,Z674B2,ソケットカバー,1540,1617,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
,寒冷地用（KF890W）,,,,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
22,Z403,水抜きスピンドル,490,515,KF890(W)・KF890(W)S2,KF890(W)_B.png,,
1,Z415811,切替ハンドルカバー,4180,4389,KF900(W),KF900(W)_B.png,,
2,ZK1F900,切替ハンドルインナーセット,900,945,KF900(W),KF900(W)_B.png,,
3,ZK3F900,キャップ,200,210,KF900(W),KF900(W)_B.png,,
4,Z415786,固定ナット,1030,1082,KF900(W),KF900(W)_B.png,,
5,Z340030,切替カラー,5610,5891,KF900(W),KF900(W)_B.png,,
6,Z340028,切替カラーインナー,380,399,KF900(W),KF900(W)_B.png,,
7,Z415858,切替固定フランジ,3290,3455,KF900(W),KF900(W)_B.png,,
8,Z415785,切替側スペーサー,320,336,KF900(W),KF900(W)_B.png,,
9,Z695A,切替弁ユニット,3960,4158,KF900(W),KF900(W)_B.png,,
10,Z88F,サーモスタットカートリッジ,6790,7130,KF900(W),KF900(W)_B.png,,
11,Z415783,温調側スペーサー,210,221,KF900(W),KF900(W)_B.png,,
12,Z415784,温調固定フランジ,1930,2027,KF900(W),KF900(W)_B.png,,
13,Z340027,温調カラーインナー,380,399,KF900(W),KF900(W)_B.png,,
14,Z340029,温調カラー,5610,5891,KF900(W),KF900(W)_B.png,,
15,ZK1T900,温調ハンドルインナーセット,1560,1638,KF900(W),KF900(W)_B.png,,
16,Z415810,温調ハンドルカバー,4180,4389,KF900(W),KF900(W)_B.png,,
17,Z402JC,逆止弁ユニット(水側),780,819,KF900(W),KF900(W)_B.png,,
18,Z402JH,逆止弁ユニット(湯側),780,819,KF900(W),KF900(W)_B.png,,
19,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KF900(W),KF900(W)_B.png,,
20,Z673,ストレーナ付流量調節止水弁,1370,1439,KF900(W),KF900(W)_B.png,,
21,Z668E,ソケットセット,12900,13545,KF900(W),KF900(W)_B.png,,
22,ZKF1E,送り座,1280,1344,KF900(W),KF900(W)_B.png,,
23,ZKF66N,シャワーエルボ,2060,2163,KF900(W),KF900(W)_B.png,,
24,ZKF900,シャワーヘッド,9450,9923,KF900(W),KF900(W)_B.png,,
25,PZKF2LM,メタルホースセット1.6m,6670,7004,KF900(W),KF900(W)_B.png,,
26,ZK12GE900,シャワーハンガー,4750,4988,KF900(W),KF900(W)_B.png,,
27,Z415815,回転止めパッキン,380,399,KF900(W),KF900(W)_B.png,,
28,Z49404,タッピンねじ,50,53,KF900(W),KF900(W)_B.png,,
29,Z416034,シートパッキン,200,210,KF900(W),KF900(W)_B.png,,
,寒冷地用(KF900W),,,,KF900(W),KF900(W)_B.png,,
30,Z403,水抜きスピンドル,490,515,KF900(W),KF900(W)_B.png,,
1,PZK1ED-2,EDハンドルセット,990,1040,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
2,PZK3ED-2,キャップセット（湯・水）,280,294,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
3,ZK3A-16,丸小ねじ,110,116,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
4,PZK127,水栓上部パッキンセット,190,200,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
5,PZK75K-13MN,ビス止スピンドルセット,570,599,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
6,PZK4K-15,ビス止用こまパッキンセット（2ヶ入）,300,315,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
7,ZK220-22,吐水口,2050,2153,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
8,ZK220-30,吐水口,2680,2814,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
9,PZ42,パッキンセット,260,273,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
10,ZK121-13,Xパッキン,110,116,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
11,Z416207,吐水口リング,360,378,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
12,PZ489,シャワー切替レバー部一式,3100,3255,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
13,PZ215,シャワー切替レバー（ビス付）,950,998,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
14,Z250,切替弁ユニット,2640,2772,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
15,Z76JY,シャワーエルボ,2100,2205,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
16,ZKF91N,逆止弁,280,294,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
17,ZKF80,シャワーホース接続パッキン,80,84,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
18,Z416425,ビス,90,95,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
19,Z416471,シートパッキン,70,74,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
20,Z416423,平座金,110,116,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
21,Z420923,シートパッキン　120mmピッチ,370,389,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
22,Z420922,シートパッキン　100mmピッチ,370,389,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
23,PZK105,立水栓菊座ナットセット,390,410,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
,寒冷地用（ＫＦ2００8Ｚ）,,,,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
24,PZ76J,シャワーエルボ,1840,1932,KF2008(Z)・KF2008(Z)R3,KF2008(Z)_B.png,,
1,ZK1F800G,切替ハンドルセット　メッキ,1600,1680,KF3011(Z)T(R2)(R3)・KF3011(Z)TS2・KM3011(Z)T,KF3011(Z)T(R2)(R3)_B.png,,
2,ZK3F235,キャップ　メッキ,490,515,KF3011(Z)T(R2)(R3)・KF3011(Z)TS2・KM3011(Z)T,KF3011(Z)T(R2)(R3)_B.png,,
3,Z415370,切替固定ナット,820,861,KF3011(Z)T(R2)(R3)・KF3011(Z)TS2・KM3011(Z)T,KF3011(Z)T(R2)(R3)_B.png,,
4,Z695A,切替弁ユニット,3960,4158,KF3011(Z)T(R2)(R3)・KF3011(Z)TS2・KM3011(Z)T,KF3011(Z)T(R2)(R3)_B.png,,
5,Z340593,切替カラー,470,494,KF3011(Z)T(R2)(R3)・KF3011(Z)TS2・KM3011(Z)T,KF3011(Z)T(R2)(R3)_B.png,,
6,Z88F,サーモスタットカートリッジ,6790,7130,KF3011(Z)T(R2)(R3)・KF3011(Z)TS2・KM3011(Z)T,KF3011(Z)T(R2)(R3)_B.png,,
7,Z415595,温調固定ナット,570,599,KF3011(Z)T(R2)(R3)・KF3011(Z)TS2・KM3011(Z)T,KF3011(Z)T(R2)(R3)_B.png,,
8,Z340592,温調カラー,490,515,KF3011(Z)T(R2)(R3)・KF3011(Z)TS2・KM3011(Z)T,KF3011(Z)T(R2)(R3)_B.png,,
9,ZK1T800G,温調ハンドルセット　メッキ,2100,2205,KF3011(Z)T(R2)(R3)・KF3011(Z)TS2・KM3011(Z)T,KF3011(Z)T(R2)(R3)_B.png,,
10,Z38322,吐水口,5670,5954,KF3011(Z)T(R2)(R3)・KF3011(Z)TS2・KM3011(Z)T,KF3011(Z)T(R2)(R3)_B.png,,
