番号,品番,品名,希望小売価格,税込,品番,分解図,備考,削除
,ZK173BF,ストップカラーユニット,2200,2310,KF190・KM190,KF190_B.png,,0
,Z70,シャワーハンドルセット,2160,2268,KF190・KM190,KF190_B.png,,0
,Z74,押しボタンセット,1610,1691,KF190・KM190,KF190_B.png,,0
,Z75,自閉ボンネットユニット,6380,6699,KF190・KM190,KF190_B.png,,0
,PZ42-20,パッキンセット,290,305,KF190・KM190,KF190_B.png,,0
,ZK121-20,Xパッキン,160,168,KF190・KM190,KF190_B.png,,0
,ZK201,吐水口,9450,9923,KF190・KM190,KF190_B.png,,0
,ZK67,吐水口先端部一式,500,525,KF190・KM190,KF190_B.png,,0
,PZ76J,シャワーエルボ,1840,1932,KF190・KM190,KF190_B.png,,0
,ZKF80,シャワーホース接続パッキン,80,84,KF190・KM190,KF190_B.png,,0
,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KF190・KM190,KF190_B.png,,0
,PZ573,逆止弁,820,861,KF190・KM190,KF190_B.png,,0
,ZKF60N,流量調節止水栓,940,987,KF190・KM190,KF190_B.png,,0
,PZKF59N,ソケット部ストレーナ,1210,1271,KF190・KM190,KF190_B.png,,0
,ZKM66,ソケットセット,11900,12495,KF190・KM190,KF190_B.png,,0
,ZKF1,送り座,540,567,KF190・KM190,KF190_B.png,,0
,PZK1GE-2,GEハンドルセット,1160,1218,KF190・KM190,KF190_B.png,,0
,PZK3GE-2,キャップセット(湯･水),530,557,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,ZK3A-16,丸小ねじ,110,116,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,PZK127,水栓上部パッキンセット,190,200,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,PZK75-13MN,スピンドルセット,490,515,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,PZK4E-15,こま(2ヶ入),270,284,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,Z482,シャワー切替レバー,1090,1145,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,ZKF203,切替弁ユニット,3150,3308,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,ZKM12-22,吐水口,4410,4631,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,PZKM19,整流器セット,630,662,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,PZ42-20,パッキンセット,290,305,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,ZK121-20,Xパッキン,160,168,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,PZ42,パッキンセット,260,273,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,ZK121-13,Xパッキン,110,116,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,PZKF66J,シャワーエルボ,2090,2195,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,ZKF80,シャワーホース接続パッキン,80,84,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,Z483N,ストレーナ付逆止弁,1720,1806,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,Z42069,シートパッキン,490,515,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,ZK27,パッキン,110,116,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,PZK105,立水栓菊座ナットセット,390,410,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,PZK126,アングル接続パッキン,270,284,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,ZKF17,接続ナット,400,420,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,KF205G仕様,,,,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,ZK1W83G2,止水ハンドルセット(水側),2300,2415,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,ZK1W83GR2,止水ハンドルセット(湯側),2300,2415,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,ZK3W83G2,キャップ,720,756,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,Z205G2,シャワー切替レバー,2000,2100,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,ZK3S311G,キャップ,220,231,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,Z42931,丸小ねじ,110,116,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,Z205-24,吐水口,8550,8978,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,Z520CP,吐水口先端部一式,1180,1239,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,ZKF66BJ,シャワーエルボ,2060,2163,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,寒冷地用(KF205Z・KF205ZG),,,,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,PZK75K-13MN,ビス止スピンドルセット,570,599,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,PZK4K-15,ビス止用こまパッキンセット(2ヶ入),300,315,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,Z296W,水抜き付逆止弁ユニット,4280,4494,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,PZK1GE-2,GEハンドルセット,1160,1218,KF205(Z)・KF205(Z)G,KF205(Z)_B.png,,0
,PZK3GE-2,キャップセット(湯･水),530,557,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,ZK3A-16,丸小ねじ,110,116,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,PZK127,水栓上部パッキンセット,190,200,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,PZK75-13MN,スピンドルセット,490,515,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,PZK4E-15,こま(2ヶ入),270,284,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,Z482,シャワー切替レバー,1090,1145,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,ZKF203,切替弁ユニット,3150,3308,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,ZKM12-22,吐水口,4410,4631,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,PZKM19,整流器セット,630,662,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,PZ42-20,パッキンセット,290,305,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,ZK121-20,Xパッキン,160,168,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,PZ76J,シャワーエルボ,1840,1932,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,ZKF80,シャワーホース接続パッキン,80,84,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,Z483N,ストレーナ付逆止弁,1720,1806,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,Z49507,シートパッキン,470,494,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,PZK105,立水栓菊座ナットセット,390,410,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,KF206G仕様,,,,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,ZK1W83G2,止水ハンドルセット(水側),2300,2415,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,ZK1W83GR2,止水ハンドルセット(湯側),2300,2415,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,ZK3W83G2,キャップ,720,756,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,Z205G2,シャワー切替レバー,2000,2100,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,ZK3S311G,キャップ,220,231,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,Z42931,丸小ねじ,110,116,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,Z205-24,吐水口,8550,8978,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,Z520CP,吐水口先端部一式,1180,1239,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,Z76JG,シャワーエルボ,1840,1932,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,寒冷地用(KF206Z・KF206ZG),,,,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,PZK75K-13MN,ビス止スピンドルセット,570,599,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,PZK4K-15,ビス止用こまパッキンセット(2ヶ入),300,315,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,Z296W,水抜き付逆止弁ユニット,4280,4494,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,ZK1W83,止水ハンドルセット(水側),960,1008,KF206(Z)・KF206(Z)G,KF206(Z)_B.png,,0
,ZK1W83R,止水ハンドルセット(湯側),960,1008,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,ZK3W83,キャップ,360,378,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,ZK3A-16,丸小ねじ,110,116,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,PZK75-13MN,スピンドルセット,490,515,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,PZK127,水栓上部パッキンセット,190,200,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,PZK4E-15,こま(2ヶ入),270,284,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,Z482A,シャワー切替レバー,1090,1145,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,ZKF203,切替弁ユニット,3150,3308,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,Z952-24,吐水口,5100,5355,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,Z952-30,吐水口,5430,5702,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,Z511CP,吐水口先端部一式,2100,2205,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,PZ511CP3,整流器キャップセット,950,998,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,PZ42,パッキンセット,260,273,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,ZK121-13,Xパッキン,110,116,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,PZKF66J,シャワーエルボ,2090,2195,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,ZKF80,シャワーホース接続パッキン,80,84,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,Z483,逆止弁,1720,1806,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,Z413836,シートパッキン,490,515,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,PZK105,立水栓菊座ナットセット,390,410,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,Z413835,ボンネットセット,720,756,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,寒冷地用(KF207Z・KF207ZR・KF207ZR3・KF207ZRR3),,,,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,PZK75K-13MN,ビス止スピンドルセット,570,599,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,PZK4K-15,ビス止用こまパッキンセット(2ヶ入),300,315,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,Z296W,水抜き付逆止弁ユニット,4280,4494,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,Z403,水抜きスピンドル,490,515,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,ZK1T220,温調ハンドルセット,,,KF207(Z)・KF207(Z)R・KF207(Z)R3・KF207(Z)RR3,KF207(Z)_B.png,,0
,ZK3T220,キャップ,,,KF220,KF220_B.png,廃番商品,0
,Z43930,丸小ねじ,110,116,KF220,KF220_B.png,廃番商品,0
,Z43659,温調カラー,,,KF220,KF220_B.png,,0
,Z387,締付フランジセット,,,KF220,KF220_B.png,廃番商品,0
,Z43655,温調ボンネットユニット,,,KF220,KF220_B.png,廃番商品,0
,ZKF112B,サーモスタットカートリッジ,10700,11235,KF220,KF220_B.png,廃番商品,0
,ZK1F220,切替ハンドルセット,,,KF220,KF220_B.png,,0
,Z43660,切替カラー,,,KF220,KF220_B.png,廃番商品,0
,Z43656,切替ボンネット,,,KF220,KF220_B.png,廃番商品,0
,Z213,吐水口,,,KF220,KF220_B.png,廃番商品,0
,Z43537,回り止めプレート,,,KF220,KF220_B.png,廃番商品,0
,Z43540,吐水口接続パイプ,,,KF220,KF220_B.png,廃番商品,0
,Z46973,配管アダプターユニット,,,KF220,KF220_B.png,廃番商品,0
,Z247Y,シャワーレスト,,,KF220,KF220_B.png,廃番商品,0
,K30YAKNP4,ストレート形止水栓,5890,6185,KF220,KF220_B.png,廃番商品,0
,ZK1T230G,温調ハンドルセット,,,KF220,KF220_B.png,,0
,ZK3T231,キャップ,1020,1071,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,限定在庫品,0
,Z43930,丸小ねじ,110,116,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,ZK173D,温調カラー,1980,2079,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,ZKF111B,温調ボンネットユニット,4520,4746,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,PZKF112E,サーモスタットカートリッジ,9980,10479,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,ZK3T230A,キャップ,,,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,ZK1F230G,切替ハンドルセット,6650,6983,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,廃番商品,0
,ZK3F230,キャップ,850,893,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,ZKF58B,切替弁ユニット,6610,6941,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,ZK222-15,吐水口,11400,11970,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,ZK66F,吐水口先端部一式,,,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,Z42196,OリングA14,180,189,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,廃番商品,0
,Z654013,OリングP22,200,210,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,Z49616,棒先トラス小ねじ,150,158,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,PZKF66N,シャワーエルボ,2000,2100,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,PZ42,パッキンセット,260,273,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,ZK121-13,Xパッキン,110,116,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,ZKF80,シャワーホース接続パッキン,80,84,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,Z316,ソケットセット,,,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,廃番商品,0
,PZ573,逆止弁,820,861,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,ZKF59A,ソケット部ストレーナ,2340,2457,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,ZKF60E,流量調節止水弁,1340,1407,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,ZKF1A,送り座,,,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,寒冷地用(KF230WG),,,,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,廃番商品,0
,ZKM66WA,ソケットセット,14600,15330,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,PZKF59N,ソケット部ストレーナ,1210,1271,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,ZKF60N,流量調節止水弁,940,987,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,PZKF191,水抜きスピンドル,470,494,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,PZKF173,バキュームブレーカー,,,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,寒冷地用(KF230W3ZG),,,,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,廃番商品,0
,Z316W,ソケットセット,,,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,Z89,流量調節止水弁,980,1029,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,廃番商品,0
,ZK1F235,切替ハンドルセット,5760,6048,KF230(W)G・KF230W3Z(G),KF230(W)G_B.png,,0
,ZK3F235,キャップ,490,515,KF235(W),KF235(W)_B.png,,0
,Z412652,スリップ板,80,84,KF235(W),KF235(W)_B.png,,0
,ZK1D180F,切替側ナットセット,720,756,KF235(W),KF235(W)_B.png,,0
,PZ669,切替弁ユニット,4680,4914,KF235(W),KF235(W)_B.png,,0
,Z412344,切替カラー,7550,7928,KF235(W),KF235(W)_B.png,,0
,Z412345,温調カラー,7550,7928,KF235(W),KF235(W)_B.png,,0
,PZ671,サーモスタットカートリッジ,10900,11445,KF235(W),KF235(W)_B.png,,0
,ZK1D180T,温調側ナットセット,940,987,KF235(W),KF235(W)_B.png,,0
,Z412651,スリップ板,90,95,KF235(W),KF235(W)_B.png,,0
,ZK1T235S,温調ハンドルセット,8080,8484,KF235(W),KF235(W)_B.png,,0
,ZK235-80,吐水口,11600,12180,KF235(W),KF235(W)_B.png,,0
,ZK67N,吐水口先端部一式,550,578,KF235(W),KF235(W)_B.png,,0
,ZK121-13,Xパッキン,110,116,KF235(W),KF235(W)_B.png,,0
,ZKF80,シャワーホース接続パッキン,80,84,KF235(W),KF235(W)_B.png,,0
,Z402,逆止弁,780,819,KF235(W),KF235(W)_B.png,,0
,PZKF79-15,ソケット接続部パッキン(2ヶ入),180,189,KF235(W),KF235(W)_B.png,,0
,Z673,ストレーナ付流量調節止水弁,1370,1439,KF235(W),KF235(W)_B.png,,0
,Z929,ソケットセット,17900,18795,KF235(W),KF235(W)_B.png,,0
,ZKF1,送り座,540,567,KF235(W),KF235(W)_B.png,,0
,Z929SK,ソケットカバー,1470,1544,KF235(W),KF235(W)_B.png,,0
,寒冷地用(KF235W),,,,KF235(W),KF235(W)_B.png,,0
,Z633,水抜きジョイントセット,1860,1953,KF235(W),KF235(W)_B.png,,0
,ZK1T237,温調ハンドルセット,,,KF235(W),KF235(W)_B.png,,0
,ZK3T237,キャップ,,,KF237Z・KF237ZR,KF237Z_B.png,廃番商品,0
,Z43930,丸小ねじ,110,116,KF237Z・KF237ZR,KF237Z_B.png,廃番商品,0
,Z387,締付フランジセット,,,KF237Z・KF237ZR,KF237Z_B.png,,0
,Z410595,温調ボンネットユニット,,,KF237Z・KF237ZR,KF237Z_B.png,廃番商品,0
,ZKF112B,サーモスタットカートリッジ,10700,11235,KF237Z・KF237ZR,KF237Z_B.png,廃番商品,0
,ZK1M237,レバーハンドルセット,,,KF237Z・KF237ZR,KF237Z_B.png,,0
,ZK3M237,キャップ,,,KF237Z・KF237ZR,KF237Z_B.png,廃番商品,0
,Z586GCP,吐水口先端部一式,1980,2079,KF237Z・KF237ZR,KF237Z_B.png,廃番商品,0
,Z410547,丸皿小ねじ,,,KF237Z・KF237ZR,KF237Z_B.png,,0
,Z628M,吐水口部フランジセット,,,KF237Z・KF237ZR,KF237Z_B.png,廃番商品,0
,Z629M,吐水ボンネットセット,1710,1796,KF237Z・KF237ZR,KF237Z_B.png,廃番商品,0
,PZK127,水栓上部パッキンセット,190,200,KF237Z・KF237ZR,KF237Z_B.png,,0
,ZK1F237,切替ハンドルセット,,,KF237Z・KF237ZR,KF237Z_B.png,,0
,ZK3F237,キャップ,,,KF237Z・KF237ZR,KF237Z_B.png,廃番商品,0
,Z628F,シャワー部フランジセット,,,KF237Z・KF237ZR,KF237Z_B.png,廃番商品,0
,Z629F,止水ボンネットセット,1930,2027,KF237Z・KF237ZR,KF237Z_B.png,廃番商品,0
,Z272,エルボ,2540,2667,KF237Z・KF237ZR,KF237Z_B.png,,0
,Z48786,パッキン,40,42,KF237Z・KF237ZR,KF237Z_B.png,,0
,PZKF146,アタッチメント,630,662,KF237Z・KF237ZR,KF237Z_B.png,,0
,Z004590,パッキン,90,95,KF237Z・KF237ZR,KF237Z_B.png,,0
,Z32894,銅パイプ,,,KF237Z・KF237ZR,KF237Z_B.png,,0
,Z272G,エルボ,3360,3528,KF237Z・KF237ZR,KF237Z_B.png,廃番商品,0
,K69YWAZKNP4,アングル形止水栓,8250,8663,KF237Z・KF237ZR,KF237Z_B.png,,0
,ZK1B,温調ハンドルセット,2410,2531,KF237Z・KF237ZR,KF237Z_B.png,,0
,ZK3T250,キャップ,630,662,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,Z43930,丸小ねじ,110,116,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,ZK173EB,温調カラー,,,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,PZKF111E,温調ボンネットユニット,4400,4620,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,廃番商品,0
,PZKF112E,サーモスタットカートリッジ,9980,10479,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,ZK1BF,切替ハンドルセット,2230,2342,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,ZK3F250,キャップ,600,630,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,PZKF58,切替弁ユニット(シャワー),3570,3749,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,PZKM56,止水弁ユニット(混合栓),,,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,Z361-15,吐水口,13400,14070,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,廃番商品,0
,ZK66G,吐水口先端部一式,,,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,Z42196,OリングA14,180,189,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,廃番商品,0
,Z654013,OリングP22,200,210,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,Z49616,棒先トラス小ねじ,150,158,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,PZ42,パッキンセット,260,273,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,ZK121-13,Xパッキン,110,116,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,ZKF66BJ,シャワーエルボ,2060,2163,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,ZKF80,シャワーホース接続パッキン,80,84,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,ZKM48B,ソケットセット,19400,20370,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,PZ573,逆止弁,820,861,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,ZKF59N,ソケット部ストレーナ,1140,1197,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,ZKF60N,流量調節止水弁,940,987,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,ZKF1B,送り座,2350,2468,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,寒冷地用(KF250W・KM250W),,,,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,ZKM66W,ソケットセット,13900,14595,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,PZKF191,水抜きスピンドル,470,494,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,PZKF173,バキュームブレーカー,,,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,寒冷地用(KF250W3Z・KM250W3Z),,,,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,廃番商品,0
,ZKM115,ソケットセット,17400,18270,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,Z94,ソケット部接続パッキン,160,168,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,Z428,逆止弁,870,914,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,Z91,逆止解除ボタンセット,720,756,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,Z89,流量調節止水弁,980,1029,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,ZK1F251,切替ハンドルセット,2760,2898,KF250(W)・KF250W3Z・KM250(W)・KM250W3Z,KF250(W)_B.png,,0
,ZK3F229B,キャップ,1070,1124,KF251(W),KF251(W)_B.png,,0
,ZK1D180F,切替側ナットセット,720,756,KF251(W),KF251(W)_B.png,,0
,PZ669,切替弁ユニット,4680,4914,KF251(W),KF251(W)_B.png,,0
,Z675C5B,切替カラー,870,914,KF251(W),KF251(W)_B.png,,0
,Z676C5B,温調カラー,870,914,KF251(W),KF251(W)_B.png,,0
,PZ671,サーモスタットカートリッジ,10900,11445,KF251(W),KF251(W)_B.png,,0
,ZK1D180T,温調側ナットセット,940,987,KF251(W),KF251(W)_B.png,,0
,ZK1T251,温調ハンドルセット,3020,3171,KF251(W),KF251(W)_B.png,,0
,ZK3T132BR,キャップ,430,452,KF251(W),KF251(W)_B.png,,0
,Z934BR,吐水口,9950,10448,KF251(W),KF251(W)_B.png,,0
,ZK66AB,吐水口先端部一式,1520,1596,KF251(W),KF251(W)_B.png,,0
,ZK121-13,Xパッキン,110,116,KF251(W),KF251(W)_B.png,,0
,ZKF80,シャワーホース接続パッキン,80,84,KF251(W),KF251(W)_B.png,,0
,Z402,逆止弁,780,819,KF251(W),KF251(W)_B.png,,0
,PZKF79-15,ソケット接続部パッキン(2ヶ入),180,189,KF251(W),KF251(W)_B.png,,0
,Z673,ストレーナ付流量調節止水弁,1370,1439,KF251(W),KF251(W)_B.png,,0
,Z668B,ソケットセット,15400,16170,KF251(W),KF251(W)_B.png,,0
,ZKF1B,送り座,2350,2468,KF251(W),KF251(W)_B.png,,0
,Z674B,ソケットカバー,1540,1617,KF251(W),KF251(W)_B.png,,0
,寒冷地用(KF251W),,,,KF251(W),KF251(W)_B.png,,0
,Z633,水抜きジョイントセット,1860,1953,KF251(W),KF251(W)_B.png,,0
